handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_dccd8adb-f1ac-5474-926c-3aad19e9f0ce,Product,Ostrich Steak/Meat,,9db03f_7b7f0234581646fd9c925cb1c14f2cec~mv2.jpg,MEAT & POULTRY;Ostrich,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a81f12c6-258b-966a-3949-8853acd0d4b0,Product,Venicon Meat,,9db03f_5765dd38d63f436891b178404536dd32~mv2.jpg,MEAT & POULTRY;Venicon Meat,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_09580552-2139-db70-2850-79a3f04e4c1e,Product,Minced Chicken (2kg),,9db03f_ded105508f9042a0a4efefc0d10b380f~mv2.jpg,Chicken;MEAT & POULTRY,,,29.4,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2247a4e0-c7df-0920-e2f5-d859d6a1e109,Product,Fresh Chicken Skin (800g-1kg) [Halal],,9db03f_f119337e663f45e2a46a096e0f8768c2~mv2.jpg,Chicken;MEAT & POULTRY,,,6.5,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_99fbc27a-1c31-0933-a0de-3fa85e349129,Product,Fresh Chicken Gizzard (800g-1kg) [Halal],,9db03f_1ecd4ce1b3f54acfb02a4128d206ca58~mv2.jpg,Chicken;MEAT & POULTRY,,,7.8,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_87cc0cd4-0b40-abb7-91e1-19adbb7e4af8,Product,Old Hen (1 bird) [Halal],,9db03f_ccb31a3319b941bfa117640b85a5b42e~mv2.jpg,Chicken;MEAT & POULTRY,,,10.4,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d586ddba-0fd4-4d06-4482-302964962042,Product,Fresh Chicken Neck (800g-1kg) [Halal],,9db03f_36bd226ecc0846498173962d29caa725~mv2.jpg,Chicken;MEAT & POULTRY,,,4.75,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_81395fe1-d091-f3fa-a71f-158e2203ad12,Product,Fresh Chicken Feet (800g-1kg) [Halal],,9db03f_3afd007c13244c328a2a371bb928b491~mv2.jpg,Chicken;MEAT & POULTRY,,,8.9,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bda8313f-55d1-a1b0-a267-42a9b15b93eb,Product,Fresh Chicken Liver (800g-1kg) [Halal],,9db03f_49a6a1a5c7b6460c8829ca97e5d59e42~mv2.jpg,Chicken;MEAT & POULTRY,,,3.9,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_cb1b640a-9eae-d5da-c248-4d04b57fd4db,Product,Fresh Chicken Quarter (800g-1kg) [Halal],,9db03f_947d112d2177443e9d4d0eb5d1f8ac26~mv2.jpg,Chicken;MEAT & POULTRY,,,15.6,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4e4b5cae-7460-c43c-104d-c252d0271d0d,Product,Fresh Chicken Drumstick (800g-1kg) [Halal],,9db03f_7db313a455d345e7aee002bdef34d3fa~mv2.jpg,Chicken;MEAT & POULTRY,,,16.4,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5db7d56f-51fc-708a-8b6a-d3483ca6fe66,Product,Fresh Chicken Wing (800g-1kg) [Halal],,9db03f_38210ec034db4b7daf5b82ac60bbdd5c~mv2.jpg,Chicken;MEAT & POULTRY,,,16.2,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a9f4d899-05ca-c94a-678c-43155a1132fd,Product,Fresh Chicken Thigh (800g-1kg) [Halal],,9db03f_e65aa79ad02d4f29ad6359c7354e6dfe~mv2.jpg,Chicken;MEAT & POULTRY,,,12.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_383b0e6a-01e2-0619-71f9-2030ccfa575a,Product,Fresh Chicken Chop +/-2kg [Halal],,9db03f_440aeea76b344206b82757bf25a4dc7d~mv2.jpg,Chicken;MEAT & POULTRY,,,36.8,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b34a3a0a-f835-f157-a008-ae211f861bc0,Product,Fresh Kampung Chicken (1.5-1.8kg) [Halal],,9db03f_a1aa3b6d1c624a2c83577e4eeebebd6a~mv2.jpg,Chicken;MEAT & POULTRY,,,39.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_161f8453-364e-f5b7-12d9-8ec9f7994490,Product,Fresh Chicken Fillet (800g-1kg) [Halal],,9db03f_01b1d63f49af4f93b624b9d87f8f1647~mv2.jpg,Chicken;MEAT & POULTRY,,,15.3,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f6ed81cd-6dbd-334d-40df-4357759db6e5,Product,Fresh Chicken Whole Leg (800g-1kg) [Halal],,9db03f_1ff28a680ff04f73ad4272eba2dbb1f8~mv2.jpg,Chicken;MEAT & POULTRY,,,15.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c293eb2b-f45e-057d-83f4-ac05997afe36,Product,Whole Chicken – No Head and Feet (1.5-1.7kg) [Halal],,9db03f_187f81986999404c9ca0a349f3028e21~mv2.jpg,Chicken;MEAT & POULTRY,,,18.1,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a9f2f7fb-384b-7b8e-23d3-78e44cfecfce,Product,Fresh Chicken Carcass (800g-1kg) [Halal],,9db03f_be28f50934d34938ae8a4b66ebdb0f37~mv2.jpg,Chicken;MEAT & POULTRY,,,3.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_f20fd841-3901-5734-483c-52e32adf54bc,Product,Fresh Chicken Breastmeat (800g-1kg) [Halal],,9db03f_63c2dc9af49d4f76ad9282baa3d6d2c2~mv2.jpg,Chicken;MEAT & POULTRY,,,13.4,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a635b489-efd3-98a7-204d-59cecd75ec12,Product,Australian Lamb Leg Boneless,,9db03f_1adb24af85b343f9b48cd8dfdc53cac4~mv2.jpg,Lamb & Mutton;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c88f48c5-791f-b3f0-7cbe-dc9d116e26f8,Product,Fresh Lamb Shanks,,9db03f_2831d0b9c530451dab8d23ae273d7d2f~mv2.jpg,Lamb & Mutton;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a5e98feb-d58b-cd24-4fd8-a524eb61ac5c,Product,Lamb Chops,,9db03f_b3c9d3eac0914f8a8e7c12a3862693dc~mv2.jpg,Lamb & Mutton;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d22aaa73-4bcb-4cd7-4f80-ead62301ecac,Product,Lamb Rack Frenched,,9db03f_40e7b71652ab490f949e6d5c39695205~mv2.jpg,Lamb & Mutton;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_469832fb-8c8e-83eb-b254-3ef3c983cad5,Product,Frozen Leg Australian,,9db03f_3ff896995ec44474a1dba4e36590954b~mv2.jpg,Lamb & Mutton;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_18845fc0-c84e-0702-edd4-520903a2d10e,Product,Mutton Cube,,9db03f_27b4bdf99afe40fb8e8f471a8906988b~mv2.jpg,Lamb & Mutton;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2451e517-7682-4842-e01a-253735350939,Product,Lamb Leg Boneless,,9db03f_589771a6bf0b457b81ba7bb46a239234~mv2.jpg,Lamb & Mutton;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fa79ace1-c3fe-86bf-1d72-57b87db39c2a,Product,Mutton Truck 28kg,,9db03f_a2afbff659224f02bb85fd1a79a61f7d~mv2.png,Lamb & Mutton;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_9b72b428-6fa5-3b4f-1282-085bb0bb417b,Product,Lamb/Mutton Carcass,,9db03f_a527502710254b45957f6083caa57ad4~mv2.png,Lamb & Mutton;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_c5a5ebf8-10be-ddcf-931d-c4cf712889b8,Product,Lamb Shoulder,,9db03f_60545704a9484fa5b7b0c217e5fbdf40~mv2.jpeg,Lamb & Mutton;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7d76e8e6-7d62-c7d1-01c7-2cb9b0b3cb17,Product,Shortibs NZ Cut,,9db03f_2333228a0f3542a5a818b2f0e9800221~mv2.jpg,beef;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4af953cb-72e1-a3ba-7d6b-348fa0f1df8b,Product,Beef lungs,,9db03f_b952715db9cc4cc3a343093972227e1f~mv2.png,beef;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_67a6b11e-ef14-bdf0-7ece-539b19560faa,Product,Mince Beef,,9db03f_dceec1fdfb694e1798c3d1285dc77522~mv2.jpg,beef;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_face9d8b-d891-67e6-d382-afc0f7c21377,Product,Ox Tail Cut,,9db03f_77407f1d995f46c6b95121c0d00d3a61~mv2.jpg,beef;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8c4421fc-e3d5-6524-8592-de919111550c,Product,Shank Indian 20kg,,9db03f_c5bebefc48364a93a9cb5dbfcf3bc4af~mv2.jpg,beef;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0610b8f0-f0dd-263e-1d20-45f2f8e1b4c1,Product,Cooked Tripe 5kg,,9db03f_f30a7dd2550f4b8dac90e85e3dd53910~mv2.jpg,beef;MEAT & POULTRY,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_97a45cb5-39a8-73f6-2285-dc83caaf9a4a,Product,Beef Topside (800g-1kg) [HALAL],,9db03f_12e0f2db8efe46969ae60ddfd7c19360~mv2.jpg,beef;MEAT & POULTRY,,,24.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d83bb50a-429c-2097-431a-451c4c685a61,Product,Beef Striploin/Sirloin (800g-1kg) [HALAL],,9db03f_62bf5abb0b074d8f8d2e3bad2bc57375~mv2.jpg,beef;MEAT & POULTRY,,,27.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_28bfd63f-fcd9-205f-1e99-fc6f3762a45a,Product,Beef Tenderloin (800g-1kg) [HALAL],,9db03f_b35f044f7c134af2a96ea8b5b0dd751c~mv2.jpg,beef;MEAT & POULTRY,,,30.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b882099b-5a01-d1f1-1ee6-08c2c6872fce,Product,Beef Knuckle (800g-1kg) [HALAL],,9db03f_2ecff6a754e54210821007899bc22c94~mv2.jpg,beef;MEAT & POULTRY,,,24.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0b4e429d-aa32-b50d-12bf-ffd62145ae86,Product,Beef Silverside (800g-1kg) [HALAL],,9db03f_33b15451536549e89b8cf8bf1091ac2c~mv2.jpg,beef;MEAT & POULTRY,,,23.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_19d875f4-a498-4867-6662-d2c15a7ca107,Product,Beef Trimmings (800g-1kg) [HALAL],,9db03f_b18fd531024243f7898cd0784366d313~mv2.jpg,beef;MEAT & POULTRY,,,16.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_82f710dd-0817-9dd0-263e-e07aae633ab0,Product,Beef Brisket (800g-1kg) [HALAL],,9db03f_111a75edac2c40c59644ac902480dbf1~mv2.jpg,beef;MEAT & POULTRY,,,21.2,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7663cd96-0cb2-52d4-76ba-cd115c8f46f7,Product,Beef Rump (800g-1kg) [HALAL],"<p>Country of origin: India.</p><p>This is a frozen item.<br>The rump is a boneless five-muscled primal that sits between the sirloin and topside. Rump steak is made up of four of these muscles with differing tenderness. It is a very full-flavoured piece of meat that is excellent and versatile when roasted, braised or casseroled, stir fried or pan fried. As it is taken from a working muscle, rump steaks, or the whole rump joint may be a little tough, but they are full of flavour.</p><p>Slice thinly, and you will turn it into what is known as Minute Steaks, which is very good for cooking on the barbeque.</p><p>Please allow 7% to 10% weight fluctuation due to cutting, trimming and packaging.</p><p>All images are for illustration purposes only. Actual product may vary due to product packaging and presentation.</p>",9db03f_b88e8be773e94a19a14fa0c37646a283~mv2.jpg,beef;MEAT & POULTRY,,,23.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8058dec2-4032-4a06-2f61-2d09bbe2ef3c,Product,Beef Blade (800g-1kg) [HALAL],,9db03f_940766905ffe422bbf40a733f1645369~mv2.jpg,beef;MEAT & POULTRY,,,21.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_de9d3361-65f4-56c1-d3a7-4014e5453d33,Product,Beef Neck Bone (800g-1kg) [HALAL],"<p>Country of origin: India.</p><p>This is a frozen item.</p><p>The neck bone is just as tender though somewhat less fatty than oxtail. Due to the tendons and bones found in the neck, it can be a rather tough cut if cooked quickly, but if braised or stewed low and slow, the meat around the bone will become tender.</p><p>Please allow 7% to 10% weight fluctuation due to cutting, trimming and packaging.</p><p>All images are for illustration purposes only. Actual product may vary due to product packaging and presentation.</p>",9db03f_289315fa468249b9a810b75efe58a545~mv2.jpg,beef;MEAT & POULTRY,,,25.4,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8fc1816e-064d-cb9c-02b7-cd9944789bc4,Product,NZ Black Mussels / NZ 黑蚝 (1 packet),,9db03f_124a0d26a5fa4be496af3006647cc0ff~mv2.jpg,SEAFOOD;Shell,,,11.7,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_450001b6-9524-02da-7965-4ca7e045ceb1,Product,Mussel Meat / 冷冻青口肉 (500g),,9db03f_ffa99a68be314d4e8431dd8916c97d81~mv2.jpg,SEAFOOD;Shell,,,26.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_802cd5a7-c12a-5441-4548-fc4703ca9256,Product,Half Shell Scallop / 半边壳带子 (1kg),,9db03f_57f318d4e7fe4466a377da2317697b02~mv2.jpg,SEAFOOD;Shell,,,26.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_03ea56a9-07ef-07e6-991c-0ea0a98dd0e7,Product,Cockle Meat / 蛤蜊肉 / Isi Kerang (1kg),,9db03f_4f8b189ef5d34060aee620e259ad36aa~mv2.jpg;9db03f_003ee266ade143ba9bfb5933eb879e75~mv2.jpg,SEAFOOD;Shell,,,14.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_3a40707e-a307-7f28-69be-8477e3ea9cbf,Product,Frozen Cooked White Clam Whole Shell ( Hamaguri ) 冷凍熟白蛤 (1kg),,9db03f_0ac7e59d5c96494dbd72d018ef5c4722~mv2.jpg,SEAFOOD;Shell,,,23.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6dd545fb-83ae-6bee-6645-14fa2406668a,Product,Dried Oyster / 蚝干 (200g),,9db03f_77845f6b4b5a4809ae9a8d0cb07e5a78~mv2.jpg,SEAFOOD;Shell,,,26.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_52b398bc-9acc-7597-75ec-83cd15525fb4,Product,Grade A USA Scallop / 美国带子 (500g),,9db03f_2d8bfcff08ac40ecbb8cdb77b9f9ce0a~mv2.jpg,SEAFOOD;Shell,,,48.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7f902bd1-ccb8-cca7-2e9f-e481df64b50b,Product,Pink Half Shell Scallop / 粉壳半壳带子 (500g),,9db03f_a333eb133d88481bb143baf13b13ba6d~mv2.jpg,SEAFOOD;Shell,,,16.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_89833d98-f3c5-387b-97a0-45feceb489bd,Product,Sanma Fish,,9db03f_56f36b1faf89495da2d5ac9da5e2b1fd~mv2.jpg,,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9607c6d-3e4b-ba9b-ffbe-9942d9884776,Product,Saba Fish,,9db03f_6a702b7253e942fb93d2c732eb40a318~mv2.jpg,Fish;SEAFOOD,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_11cb71a9-0ab0-ede7-edc3-407edebf607d,Product,Shishamo (1 packet),,9db03f_cd5360aa59d04f308fda20c01e244585~mv2.png,Fish;SEAFOOD,,,10.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a2e16971-72e1-cf73-3ea1-74f4cd4b509e,Product,Grab Meat,,9db03f_f6c9eec80fcf4244b3bcdd5f8617bff6~mv2.jpg,Grab;SEAFOOD,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8d5c3085-9d35-d54c-7a4b-053a33db2d75,Product,Flower Grab,,9db03f_53162c334563411da2aff36ba02fec9f~mv2.jpg,Grab;SEAFOOD,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_58e89fbe-5a3d-46b3-4c8e-3b8c61d24df6,Product,Stone Crab Live,,9db03f_1e23f4aed4974c0b9cc807822bcf5503~mv2.jpg,Grab;SEAFOOD,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_eae03a0c-784a-3d1d-267a-fb0335ca884b,Product,Whole Squid,,9db03f_bbc43bb0c6e54437a7d3096ef867f2b8~mv2.jpg,Prawn;SEAFOOD;Squid,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_122e07ac-0b55-0db1-10eb-5afd9f9223f0,Product,Boiled Giant Octopus / Ni Tako / (Halal) 冷凍真蛸 (1pc),,9db03f_6949eb5ef01f4fe29f9dcec2b88ee828~mv2.jpg,Prawn;SEAFOOD;Squid,,,115.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_6f0c45a8-f1b0-7a7d-51e3-f2b99a467cfb,Product,Soft Shell Crab 软壳蟹 (1kg),,9db03f_b83c31cd2dd8435a8808701c1ef784af~mv2.jpg,Grab;SEAFOOD,,,58.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_584d3baa-92b1-4b43-6d84-4c90a8e3f243,Product,King Crab / 帝王蟹 (1 pc),,9db03f_7fa8fafd807c44cbaf3ae9430ba6b067~mv2.jpg,Grab;SEAFOOD,,,190.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b1ceb765-68fa-0d70-8fa4-2bab42303f81,Product,Squid Ring / 苏东圈 (1kg),,9db03f_b8801a52e05d491bbc5d33d1bd663cba~mv2.jpg,Prawn;SEAFOOD;Squid,,,9.1,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_defd6795-7c39-57b6-f96a-5b6a8fc050a7,Product,Wild Chilean sea bass,,9db03f_fd200a2567a340f0a8855be6051af134~mv2.jpeg,Fillet Fish;Fish;SEAFOOD,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_8627d3e5-30a5-6466-b03b-d6bbd5067940,Product,Squid whole clean,,9db03f_e5ea63a3ae2541c6b760f483583dd22f~mv2.jpg,Prawn;SEAFOOD;Squid,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_74ae76e4-7c94-a750-70aa-4866492a3f14,Product,CuttleFish 1kg,,9db03f_da3e0c52778e4088beca6da398c0722a~mv2.jpg,Prawn;SEAFOOD;Squid,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_a83d7972-6ff7-f282-2e1b-1f5c5492233b,Product,Baby cuttlefish,,9db03f_7ed4824dc46640baa0f69adb6690796e~mv2.jpg,Prawn;SEAFOOD;Squid,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_972a723c-a0ff-6fb1-d016-15b69742eebf,Product,Unagi Kabayaki (1 pc),,9db03f_bd50029d32ed406db72417e3b5977965~mv2.jpg,Fish;SEAFOOD,,,22.1,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fef7c0a8-596a-986f-d887-ea82edc5df5d,Product,Grouper / 石班 / Kerapu – Whole Fish (+/- 1.1kg),,9db03f_dc4541bc2c1641019ffd4f5aa7b9d6a8~mv2.jpg,Fish;SEAFOOD,,,48.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d1032ee1-1c82-5822-15a0-ff6b54871873,Product,Butter Fish Fillet,,9db03f_3a6e1149ac1a4519b87cb1dd5f97b22b~mv2.jpg,Fillet Fish;Fish;SEAFOOD,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_0fe10d61-07d5-88a4-cb15-61a4d12ad9c4,Product,Cod Loin,,9db03f_98311e64e76947b2bb69c1540ed20dff~mv2.jpg,Fillet Fish;Fish;SEAFOOD,,,0.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9e9ebde-8f7c-5c26-063a-ad907c698c8c,Product,Saba Mackerel Fillet / Fillet Tenggiri Saba / 鲭鱼厚片(2 pcs),,9db03f_e48dc5032fe34fc3993423e04e08a5a3~mv2.jpg,Fish;SEAFOOD,,,9.8,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_bed972c3-4e64-3225-c88f-27249775b8d3,Product,Redfish Slice / 红鱼片 (1 pc),,9db03f_0524210f9595439a9134223ebb1f2b1b~mv2.jpg,Fish;SEAFOOD,,,12.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_323d35e7-392d-25cc-98ec-67bcbb80d468,Product,Lobster / 龙虾 / Udang Kara (2 pcs) +/- 2kg,,9db03f_611af4f86cf34fc6aa7d0d358f38a94f~mv2.jpg,Prawn;SEAFOOD,,,243.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_be7b62b1-d88a-e9bf-6989-9b5a4a9fde14,Product,Red Coral Grouper Fillet +/-700g,,9db03f_2ad0fe93bf864015a1f7cf3ffe3614cc~mv2.jpg,Fish;SEAFOOD,,,60.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2a519a21-22f3-b03a-bb85-b7750d6dbbb4,Product,Big Prawn / 大虾 / Udang Besar – 21/25 (1kg),,9db03f_f55c9f84edcc410fa193c9071fee76b9~mv2.jpg,Prawn;SEAFOOD,,,50.0,,true,PERCENT,0.0,InStock,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
